2014-11-12T23:00:00Z,-0.9922,70.1421,140.5974,94.4327,186.7621,24,-0.225,-0.8969,-12.6828,-41.8876,-56.0045,6.5782,-0.3402,-0.9922,0.1157,24,-0.1498,-0.3935,-8.5221,-21.4815,-0.167,0.0214,-0.7429,-0.9868,0.5519,224.4068,150.5341,84.3069,216.7613
2014-11-12T23:05:00Z,-0.9925,69.6823,133.2881,90.1366,176.4395,24,-0.258,-0.9114,-14.4662,-42.3465,-53.4715,6.5262,-0.3826,-0.9925,0.1464,24,-0.157,-0.3916,-8.9251,-21.3862,-0.164,0.0209,-0.7826,-0.9868,0.6125,217.9187,148.1942,62.599,233.7894
2014-11-12T23:10:00Z,-0.9929,62.4132,128.9967,86.4844,171.509,24,-0.2464,-0.9251,-13.8445,-42.7715,-54.3576,6.523,-0.3401,-0.9929,0.1156,24,-0.1555,-0.3843,-8.8381,-21.0224,-0.1654,0.0208,-0.8151,-0.985,0.6644,216.5148,145.6532,53.3033,238.0031
2014-11-12T23:15:00Z,-0.993,50.0371,125.6351,85.4775,165.7928,24,-0.1484,-0.935,-8.4397,-43.0755,-61.9264,6.4127,-0.1861,-0.993,0.0346,24,-0.1294,-0.3585,-7.372,-19.724,-0.1819,0.022,-0.8339,-0.9735,0.6953,217.5375,140.7001,51.8457,229.5545
2014-11-12T23:20:00Z,-0.9923,41.6792,120.9053,85.7436,156.0671,24,-0.1471,-0.9553,-8.3678,-43.6902,-62.8354,7.8455,-0.1297,-0.9923,0.0168,24,-0.1306,-0.3292,-7.4387,-18.2236,-0.1815,0.0219,-0.9052,-0.9625,0.8194,221.0774,125.7114,46.6091,204.8137
2014-11-12T23:25:00Z,-0.9952,35.4109,118.651,85.1401,152.1619,24,-0.4943,-0.9737,-26.3011,-44.2362,-36.9623,7.0956,-0.3828,-0.9952,0.1466,24,-0.1015,-0.2884,-5.7957,-16.085,-0.2039,0.0234,-0.9039,-0.9371,0.8171,202.9595,122.8449,44.1112,201.5786
2014-11-12T23:30:00Z,-0.9952,30.7096,112.3814,77.2163,147.5465,24,-0.4821,-0.9734,-25.7384,-44.2274,-37.9271,7.0684,-0.3795,-0.9952,0.144,24,-0.0796,-0.2503,-4.5511,-14.0534,-0.2209,0.0279,-0.8681,-0.9134,0.7536,192.3711,120.2117,37.7067,202.7167
2014-11-12T23:35:00Z,-0.9948,28.1079,108.0689,74.5467,141.5912,24,-0.4314,-0.9703,-23.3354,-44.1363,-41.6865,7.2739,-0.3377,-0.9948,0.1141,24,-0.0626,-0.2209,-3.5805,-12.4572,-0.2359,0.031,-0.8248,-0.8948,0.6802,183.9676,119.2068,31.6143,206.7992
2014-11-12T23:40:00Z,-0.9948,25.2324,100.1259,65.1111,135.1408,24,-0.4164,-0.9701,-22.6073,-44.1312,-42.8776,7.2498,-0.3258,-0.9948,0.1062,24,-0.056,-0.2019,-3.205,-11.4169,-0.2435,0.0302,-0.8342,-0.8899,0.6959,182.0514,111.8793,37.3951,186.3635
2014-11-12T23:45:00Z,-0.9943,17.0757,95.3607,57.8778,132.8436,24,-0.403,-0.9622,-21.9518,-43.8955,-43.4021,7.6397,-0.2998,-0.9943,0.0899,24,-0.0381,-0.1622,-2.1822,-9.2122,-0.2624,0.0357,-0.7539,-0.85,0.5683,173.2279,109.3434,29.1677,189.5191
2014-11-12T23:50:00Z,-0.9944,18.8068,83.9662,37.8394,130.0931,24,-0.4549,-0.9605,-24.4587,-43.845,-39.1396,7.5705,-0.3579,-0.9944,0.1281,24,-0.0382,-0.1543,-2.1849,-8.7706,-0.264,0.0353,-0.7784,-0.8599,0.606,166.1481,98.3852,25.7935,170.9769
2014-11-12T23:55:00Z,-0.9938,20.1051,80.3938,35.9722,124.8153,24,-0.6995,-0.9557,-34.9746,-43.7017,-19.625,8.3003,-0.5158,-0.9938,0.266,24,-0.0341,-0.1479,-1.9506,-8.4143,-0.2684,0.0375,-0.7302,-0.8644,0.5333,153.9139,106.1289,30.1203,182.1376
2014-11-13T00:00:00Z,-0.9937,14.1545,79.2964,32.7082,125.8845,24,-0.621,-0.9555,-31.8396,-43.6958,-25.4585,8.186,-0.4925,-0.9937,0.2426,24,-0.0343,-0.1364,-1.9625,-7.7697,-0.2692,0.0373,-0.7704,-0.8689,0.5935,164.8219,93.1918,18.5294,167.8542
2014-11-13T00:05:00Z,-0.9931,9.6916,73.8116,22.5926,125.0306,24,-0.4482,-0.9562,-24.143,-43.7184,-38.2432,7.9368,-0.3919,-0.9931,0.1536,24,-0.0323,-0.1167,-1.8502,-6.6559,-0.2719,0.0376,-0.8165,-0.8587,0.6666,158.6921,84.0141,9.0538,158.9744
2014-11-13T00:10:00Z,-0.9932,6.3444,71.272,17.8864,124.6576,24,-0.4602,-0.9674,-24.7141,-44.0498,-37.7786,7.896,-0.4015,-0.9932,0.1612,24,-0.0222,-0.0867,-1.2701,-4.9558,-0.2918,0.0409,-0.7881,-0.8084,0.6211,157.5569,85.6185,19.5418,151.6952
2014-11-13T00:15:00Z,-0.9931,3.834,68.0124,10.9524,125.0723,24,-0.4373,-0.9733,-23.6213,-44.2245,-39.4371,7.8921,-0.3763,-0.9931,0.1416,24,-0.0125,-0.0551,-0.7179,-3.151,-0.3136,0.0481,-0.7027,-0.7272,0.4938,152.7813,84.3644,18.3002,150.4286
2014-11-13T00:20:00Z,-0.9936,2.8755,68.0477,7.2487,128.8466,24,-0.5011,-0.9827,-26.6175,-44.5007,-35.121,7.6892,-0.4291,-0.9936,0.1842,24,-0.0082,-0.0378,-0.4722,-2.1663,-0.3281,0.0483,-0.6873,-0.6828,0.4723,146.6617,79.6187,16.3586,142.8788
2014-11-13T00:25:00Z,0,8.1567,57.237,-0.5385,115.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9963,80.1025,21.1115,139.0934
2014-11-13T00:30:00Z,0,5.1932,53.7641,-0.0979,107.6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.7472,76.3456,17.7195,134.9717
2014-11-13T00:35:00Z,-0.99,3.8949,53.2407,4.6072,101.8742,24,-0.3295,-1.0175,-18.2385,-45.4962,-48.1937,7.7097,-0.4008,-0.99,0.1607,24,-0.0081,-0.0393,-0.4635,-2.251,-0.3448,0.0459,-0.7113,-0.7496,0.5059,135.7876,71.2213,13.5877,128.8549
2014-11-13T00:40:00Z,0,9.8455,47.9851,4.7047,91.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.8407,83.389,16.3666,150.4114
2014-11-13T00:45:00Z,0,14.3084,50.0513,5.874,94.2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9941,82.2297,5.9252,158.5342
2014-11-13T00:50:00Z,0,17.6556,46.6073,5.665,87.5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0713,88.5425,5.0435,172.0415
2014-11-13T00:55:00Z,0,13.2417,45.6675,1.6571,89.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.5156,74.177,0.1877,148.1663
2014-11-13T01:00:00Z,0,12.4691,47.9091,6.77,89.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4624,73.9092,-0.2167,148.035
2014-11-13T01:05:00Z,-0.979,16.2761,47.9458,18.688,77.2036,24,-0.4536,-1.0656,-24.3971,-46.8196,-39.3086,8.2849,-0.7061,-0.979,0.4986,24,-0.0055,-0.0416,-0.3124,-2.3801,-0.3786,0.0449,-0.5537,-0.7626,0.3065,135.059,73.4983,10.8505,136.1461
2014-11-13T01:10:00Z,-0.9765,12.2071,47.6653,27.0788,68.2517,24,-0.44,-1.0745,-23.7504,-47.0561,-40.2084,8.3228,-0.7046,-0.9765,0.4964,24,-0.0048,-0.042,-0.2762,-2.4078,-0.3869,0.0446,-0.5055,-0.7643,0.2555,131.2942,71.7299,9.0261,134.4337
